,uid,file,zero_pred,one_pred,pred,label,temporal_frame_start_times
57,57_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.70526665,0.8880266,1,0,1.3235374149659864
58,58_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.7333681,0.91717964,1,0,1.3467573696145125
59,59_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.7898162,0.9750488,1,0,1.3699773242630386
60,60_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.8765098,1.0668042,1,1,1.3931972789115645
61,61_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.9766693,1.1729892,1,1,1.4164172335600906
62,62_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.0675468,1.2681565,1,1,1.4396371882086167
63,63_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1250737,1.3258381,1,1,1.4628571428571429
64,64_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1448795,1.3411533,1,1,1.486077097505669
65,65_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1275576,1.3162093,1,1,1.509297052154195
66,66_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.0834038,1.266496,1,0,1.5325170068027212
67,67_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.0278445,1.2085041,1,0,1.555736961451247
68,68_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.9685885,1.148773,1,0,1.5789569160997732
69,69_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.9166404,1.0975583,1,0,1.6021768707482993
70,70_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.88877314,1.0714941,1,0,1.6253968253968254
71,71_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.88429826,1.069599,1,0,1.6486167800453515
72,72_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.9011584,1.0876482,1,0,1.6718367346938776
73,73_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.929585,1.1154014,1,1,1.6950566893424037
74,74_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.9478866,1.1304959,1,1,1.7182766439909296
75,75_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.96569216,1.1451738,1,0,1.7414965986394557
76,76_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.9834235,1.1586368,1,0,1.7647165532879818
77,77_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.0135998,1.1846634,1,0,1.787936507936508
78,78_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.0505482,1.2193705,1,1,1.811156462585034
79,79_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.084505,1.252466,1,1,1.8343764172335602
80,80_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1070933,1.2738935,1,1,1.8575963718820863
81,81_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1178943,1.284409,1,1,1.8808163265306121
82,82_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1205276,1.2884289,1,1,1.9040362811791383
83,83_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1232754,1.29214,1,0,1.9272562358276644
84,84_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1315625,1.3014613,1,1,1.9504761904761905
85,85_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.148374,1.3177787,1,1,1.9736961451247166
86,86_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1892775,1.3594747,1,1,1.9969160997732427
87,87_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.237894,1.4078279,1,1,2.020136054421769
88,88_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2752544,1.4426446,1,1,2.043356009070295
89,89_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3023115,1.4671266,1,1,2.066575963718821
90,90_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3072222,1.4696721,1,0,2.089795918367347
91,91_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3022085,1.4629014,1,0,2.1130158730158732
92,92_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2942545,1.4553298,1,0,2.136235827664399
93,93_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.283735,1.4467399,1,0,2.159455782312925
94,94_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2791,1.4447637,1,0,2.182675736961451
95,95_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2886151,1.4582003,1,0,2.2058956916099772
96,96_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3056008,1.4790865,1,0,2.2291156462585033
97,97_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3366262,1.5125294,1,0,2.2523356009070294
98,98_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3756665,1.553785,1,0,2.2755555555555556
99,99_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4124987,1.5919889,1,0,2.2987755102040817
100,100_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.441832,1.6213703,1,0,2.3219954648526078
101,101_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4547597,1.635064,1,0,2.345215419501134
102,102_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4578329,1.6371229,1,0,2.36843537414966
103,103_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4544001,1.6323969,1,0,2.391655328798186
104,104_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4438313,1.6214223,1,0,2.414875283446712
105,105_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4300077,1.6069405,1,0,2.4380952380952383
106,106_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.413912,1.591082,1,0,2.461315192743764
107,107_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.406271,1.5823745,1,0,2.48453514739229
108,108_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4112397,1.5877503,1,0,2.507755102040816
109,109_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4073067,1.5822285,1,0,2.5309750566893423
110,110_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3904623,1.563601,1,0,2.5541950113378684
111,111_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3602761,1.5317326,1,0,2.5774149659863945
112,112_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3223481,1.4931543,1,0,2.6006349206349206
113,113_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2834915,1.4553821,1,0,2.6238548752834467
114,114_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2546895,1.4289081,1,0,2.647074829931973
115,115_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2381803,1.414927,1,0,2.670294784580499
116,116_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2341892,1.4133632,1,0,2.693514739229025
117,117_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2393876,1.420218,1,0,2.716734693877551
118,118_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2445582,1.4253317,1,0,2.7399546485260773
119,119_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2511424,1.4293308,1,0,2.7631746031746034
120,120_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2517236,1.4256203,1,0,2.786394557823129
121,121_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2440023,1.4134185,1,0,2.809614512471655
122,122_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2302201,1.3968081,1,0,2.8328344671201813
123,123_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2079486,1.374793,1,0,2.8560544217687074
124,124_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1851071,1.3555976,1,0,2.8792743764172335
125,125_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.155463,1.3310057,1,0,2.9024943310657596
126,126_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1286378,1.3085732,1,0,2.9257142857142857
127,127_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1069183,1.2901084,1,0,2.948934240362812
128,128_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.102539,1.2875532,1,0,2.972154195011338
129,129_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1182457,1.3042554,1,0,2.995374149659864
130,130_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.158685,1.3446127,1,0,3.01859410430839
131,131_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2243904,1.4094609,1,0,3.0418140589569163
132,132_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3215665,1.5041282,1,0,3.0650340136054424
133,133_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4444209,1.6260799,1,1,3.0882539682539685
134,134_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5688722,1.7518532,1,1,3.111473922902494
135,135_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.6664244,1.8517396,1,1,3.1346938775510202
136,136_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.7208977,1.9076624,1,1,3.1579138321995464
137,137_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.7287252,1.9135587,1,1,3.1811337868480725
138,138_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.6957562,1.8758048,1,1,3.2043537414965986
139,139_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.645996,1.8188727,1,1,3.2275736961451247
140,140_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5968057,1.7639918,1,0,3.250793650793651
141,141_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5501294,1.7151676,1,0,3.274013605442177
142,142_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5039971,1.6704998,1,0,3.297233560090703
143,143_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4628524,1.6318575,1,0,3.320453514739229
144,144_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.421434,1.5938215,1,0,3.3436734693877552
145,145_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3863546,1.5610918,1,1,3.3668934240362813
146,146_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3509454,1.5266033,1,1,3.3901133786848074
147,147_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3156157,1.4918302,1,1,3.4133333333333336
148,148_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.273275,1.4508651,1,0,3.436553287981859
149,149_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2363358,1.4158427,1,0,3.4597732426303853
150,150_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2137101,1.3955525,1,0,3.4829931972789114
151,151_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2124995,1.3969525,1,0,3.5062131519274375
152,152_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2461901,1.4336013,1,0,3.5294331065759637
153,153_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3127023,1.5030683,1,1,3.5526530612244898
154,154_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4087021,1.6010714,1,1,3.575873015873016
155,155_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5294735,1.724306,1,1,3.599092970521542
156,156_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.640683,1.8362807,1,1,3.622312925170068
157,157_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.7193825,1.9115531,1,1,3.645532879818594
158,158_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.7440281,1.9298033,1,1,3.6687528344671203
159,159_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.7166924,1.8956491,1,1,3.6919727891156464
160,160_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.6478797,1.8212118,1,1,3.7151927437641725
161,161_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5524997,1.7221563,1,0,3.7384126984126986
162,162_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4667687,1.6362233,1,0,3.7616326530612243
163,163_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4064882,1.5792153,1,0,3.7848526077097504
164,164_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3756665,1.5536053,1,0,3.8080725623582765
165,165_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3746942,1.559393,1,0,3.8312925170068026
166,166_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3748481,1.5660414,1,0,3.8545124716553287
167,167_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.374042,1.5708115,1,1,3.877732426303855
168,168_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3808659,1.5798956,1,1,3.900952380952381
169,169_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.392183,1.591323,1,1,3.924172335600907
170,170_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4134797,1.610649,1,0,3.947392290249433
171,171_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4477785,1.6454291,1,0,3.9706122448979593
172,172_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4710991,1.6682572,1,0,3.9938321995464854
173,173_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4906924,1.6875731,1,0,4.017052154195011
174,174_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5018191,1.6985003,1,0,4.040272108843538
175,175_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5115008,1.708405,1,0,4.063492063492063
176,176_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5195402,1.7151332,1,1,4.08671201814059
177,177_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5310533,1.727251,1,1,4.1099319727891155
178,178_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5326886,1.7285364,1,1,4.133151927437642
179,179_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5243342,1.7183994,1,1,4.156371882086168
180,180_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.5079594,1.7014593,1,1,4.179591836734694
181,181_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.492451,1.6861176,1,1,4.20281179138322
182,182_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4816551,1.6757578,1,0,4.2260317460317465
183,183_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4782845,1.672449,1,0,4.249251700680272
184,184_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4852872,1.6786078,1,0,4.272471655328798
185,185_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4880544,1.6796298,1,0,4.295691609977324
186,186_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4830703,1.6740047,1,0,4.31891156462585
187,187_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4721415,1.6626428,1,0,4.342131519274377
188,188_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.457999,1.6477836,1,0,4.365351473922902
189,189_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4501021,1.6388929,1,0,4.388571428571429
190,190_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4464688,1.6336201,1,0,4.4117913832199545
191,191_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4480166,1.6338227,1,0,4.435011337868481
192,192_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4526699,1.6357262,1,0,4.458231292517007
193,193_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4509634,1.630994,1,0,4.481451247165533
194,194_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4411618,1.6175514,1,0,4.504671201814059
195,195_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4275672,1.6013908,1,0,4.527891156462585
196,196_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.4064559,1.5774359,1,0,4.551111111111111
197,197_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3811283,1.5498886,1,0,4.574331065759637
198,198_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3517786,1.5155789,1,0,4.597551020408163
199,199_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.3155261,1.4734577,1,0,4.620770975056689
200,200_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2684846,1.4201528,1,0,4.6439909297052155
201,201_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.2084781,1.3554791,1,0,4.667210884353741
202,202_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.1235731,1.2688138,1,0,4.690430839002268
203,203_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-1.0210983,1.1667545,1,0,4.713650793650793
204,204_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.8997043,1.0482882,1,0,4.73687074829932
205,205_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.7688323,0.9173378,1,0,4.760090702947846
206,206_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.65273494,0.79280925,1,0,4.783310657596372
207,207_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.5729019,0.69583064,1,0,4.806530612244898
208,208_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.5513122,0.65096027,1,0,4.829750566893424
209,209_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.56879514,0.6429692,1,0,4.85297052154195
210,210_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.5922198,0.6362148,1,0,4.876190476190477
211,211_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.6275728,0.6395074,1,0,4.899410430839002
212,212_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.69266605,0.67048097,1,0,4.922630385487528
213,213_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.752029,0.6930454,1,0,4.9458503401360545
214,214_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.6784674,0.5771499,1,0,4.96907029478458
215,215_nips4b_birds_trainfile367.wav,nips4b_birds_trainfile367.wav,-0.473911,0.35525778,1,0,4.992290249433107
216,0_nips4b_birds_trainfile136.wav,nips4b_birds_trainfile136.wav,1.5353729,-1.5449009,0,0,0.0
217,1_nips4b_birds_trainfile136.wav,nips4b_birds_trainfile136.wav,0.81212026,-0.89826465,0,0,0.023219954648526078
218,2_nips4b_birds_trainfile136.wav,nips4b_birds_trainfile136.wav,-0.03342969,-0.06852678,0,0,0.046439909297052155
219,3_nips4b_birds_trainfile136.wav,nips4b_birds_trainfile136.wav,-0.59913415,0.4731126,1,1,0.06965986394557823
